,Book-Rating_x,Book-Rating_y,Unnamed: 0,ISBN,bookTitle,bookAuthor,yearOfPublication,publisher
4187,299,8.08108108108108,4187,0142002267,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,2002,Penguin Books
8310,299,7.868421052631579,8310,0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam
3776,298,9.3125,3776,039480001X,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers
5738,298,8.764705882352942,5738,0451167716,The Godfather,Mario Puzo,2004,Signet Book
7064,298,6.930232558139535,7064,0553292722,Still Waters,TAMI HOAG,1992,Bantam
8784,298,7.641025641025641,8784,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books
18413,298,8.054054054054054,18413,0425183971,Reunion in Death,J. D. Robb,2002,Berkley Publishing Group
7006,297,8.027027027027026,7006,0316693294,Cat and Mouse,James Patterson,1997,Replica Books
1383,296,8.457142857142857,1383,0142000663,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books
7168,296,7.0476190476190474,7168,0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
35704,295,7.7631578947368425,35704,0515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004,Jove Books
1573,295,7.7631578947368425,1573,0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books
17954,295,8.194444444444445,17954,0812548051,"Wizard's First Rule (Sword of Truth, Book 1)",Terry Goodkind,1997,Tor Fantasy
6205,295,7.972972972972973,6205,0312979096,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks
469,295,7.564102564102564,469,0553210092,The Scarlet Letter,NATHANIEL HAWTHORNE,1965,Bantam
926,295,6.8604651162790695,926,0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press
1004,295,7.195121951219512,1004,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
4608,294,6.681818181818182,4608,0786866586,Shopgirl : A Novella,Steve Martin,2000,Hyperion Press
2313,294,7.538461538461538,2313,0375706410,Waiting (Vintage International),Ha Jin,2000,Vintage Books USA
15632,294,7.538461538461538,15632,0316779423,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995,Back Bay Books
8290,294,7.35,8290,0743417682,From a Buick 8,Stephen King,2003,Pocket Books
3743,294,5.653846153846154,3743,0451203895,4 Blondes,Candace Bushnell,2002,Signet Book
583,294,5.444444444444445,583,080213825X,Four Blondes,Candace Bushnell,2001,Grove Press
1073,293,7.918918918918919,1073,0553584510,The Survivors Club,LISA GARDNER,2003,Bantam
1386,293,8.371428571428572,1386,0590660543,Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point
14879,293,7.146341463414634,14879,0425151867,Acceptable Risk,Robin Cook,1996,Berkley Publishing Group
10519,293,8.371428571428572,10519,037582233X,Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers
3716,293,7.512820512820513,3716,044661193X,Basket Case,Carl Hiaasen,2003,Warner Books
18419,292,7.891891891891892,18419,0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing
21633,291,7.657894736842105,21633,044900371X,The Orchid Thief (Ballantine Reader's Circle),Susan Orlean,2000,Ballantine Books
7474,291,7.461538461538462,7474,0380730847,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,2002,Avon
6885,290,7.435897435897436,6885,034543479X,A Widow for One Year,JOHN IRVING,2001,Fawcett
14951,290,7.435897435897436,14951,042518286X,Shock,Robin Cook,2002,Berkley Publishing Group
7878,290,8.787878787878787,7878,0140430725,"Pride and Prejudice (The Penguin English Library, El 72)",Jane Austen,1985,Penguin Books
19529,290,7.25,19529,0553569155,Seinlanguage,Jerry Seinfeld,1995,Bantam Books
8986,289,8.5,8986,0446532452,The Wedding,Nicholas Sparks,2003,Warner Books
1463,289,7.225,1463,0425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group
2645,289,7.8108108108108105,2645,055356160X,Cry Wolf,TAMI HOAG,1993,Bantam
18749,289,8.757575757575758,18749,0811801802,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,1992,Chronicle Books
19449,289,8.5,19449,0670032379,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books
14132,289,8.027777777777779,14132,0316769509,Nine Stories,J.D. Salinger,1991,"Little, Brown"
13193,289,8.027777777777779,13193,0441000916,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994,Ace Books
20820,289,8.027777777777779,20820,0316678104,Fortune's Rocks : A Novel,Anita Shreve,2001,Back Bay Books
7729,288,7.2,7729,0553578316,Sticks &amp; Scones,Diane Mott Davidson,2002,Bantam Books
7990,288,8.727272727272727,7990,044022425X,Drums of Autumn,DIANA GABALDON,1997,Dell
6252,288,8.727272727272727,6252,0375725849,Perfume: The Story of a Murderer (Vintage International),Patrick Suskind,2001,Vintage Books USA
13977,288,7.783783783783784,13977,0679731725,The Remains of the Day (Vintage International),Kazuo Ishiguro,1993,Vintage Books USA
30352,288,8.228571428571428,30352,0452279178,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1997,Plume Books
3460,288,7.578947368421052,3460,0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994,Vintage Books USA
2391,287,7.756756756756757,2391,0684862719,Pay It Forward: A Novel,Catherine Ryan Hyde,2000,Simon &amp; Schuster
9261,287,7.552631578947368,9261,0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books
7997,286,7.333333333333333,7997,0446611778,Last Man Standing,David Baldacci,2002,Warner Vision
1054,286,7.15,1054,0385334036,The Smoke Jumper,Nicholas Evans,2001,Delacorte Press
11870,285,7.916666666666667,11870,0671867091,Remember Me,Mary Higgins Clark,1995,Pocket
925,285,7.5,925,0451155750,The Dead Zone,Stephen King,2004,Signet Book
113932,284,8.352941176470589,113932,0310205719,The Purpose-Driven Life: What on Earth Am I Here For?,Rick Warren,2002,Zondervan Publishing Company
8841,284,6.926829268292683,8841,0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004,St. Martin's Paperbacks
3487,284,6.761904761904762,3487,0374100128,The Corrections (Oprah Edition),Jonathan Franzen,2001,Farrar Straus Giroux
1122,283,9.129032258064516,1122,0140042393,The Grapes of Wrath,John Steinbeck,1976,Penguin USA
1819,283,7.648648648648648,1819,076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books
7133,282,8.057142857142857,7133,0345459202,Big Stone Gap,Adriana Trigiani,2003,Fawcett Books
10572,281,8.264705882352942,10572,0060512822,The Poisonwood Bible,Barbara Kingsolver,2003,HarperTorch
12901,281,7.394736842105263,12901,0767905202,Mr. Maybe,Jane Green,2002,Broadway Books
5125,281,7.394736842105263,5125,0312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books
7904,281,7.805555555555555,7904,0380820293,Last Chance Saloon,Marian Keyes,2002,Avon
17877,280,8.235294117647058,17877,0553562614,Snow Crash,Neal Stephenson,1993,Bantam
11174,280,8.235294117647058,11174,3404148665,Illuminati.,Dan Brown,2003,LÃ?Â¼bbe
7208,280,7.777777777777778,7208,0345404319,Taltos: Lives of the Mayfair Witches,Anne Rice,1996,Ballantine Books
14974,280,7.0,14974,0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books
4999,279,7.342105263157895,4999,074322535X,Gap Creek: The Story of a Marriage,Robert Morgan,2001,Touchstone
4858,279,7.342105263157895,4858,0345314255,Sword of Shannara,Terry Brooks,1995,Del Rey Books
1994,279,7.75,1994,0553582143,Body of Lies,IRIS JOHANSEN,2003,Bantam
7483,279,8.454545454545455,7483,0525947299,No Second  Chance,Harlan Coben,2003,Dutton Books
3268,279,7.75,3268,0767907817,Bookends : A Novel,Jane Green,2003,Broadway
6945,278,6.95,6945,0552143774,Horse Whisperer,Nicholas Evans,1994,Bantam Doubleday Dell
17332,278,8.176470588235293,17332,0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2002,Anchor Books/Doubleday
3222,278,8.424242424242424,3222,052594527X,Girl With a Pearl Earring,Tracy Chevalier,1999,Dutton Books
2960,277,8.147058823529411,2960,0060175966,The Professor and the Madman,Simon Winchester,1998,HarperCollins Publishers
1425,277,8.65625,1425,0609608444,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",ERIK LARSON,2003,Crown
1861,276,7.2631578947368425,1861,0446609323,Black Friday,James Patterson,1989,Warner Vision
4332,276,7.666666666666667,4332,0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,Bantam
2246,276,7.2631578947368425,2246,0345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books
19452,276,7.076923076923077,19452,0440224594,The Return Journey,MAEVE BINCHY,1999,Dell
11637,276,7.2631578947368425,11637,0671027581,Open Season,Linda Howard,2002,Pocket
666,275,7.857142857142857,666,0440122090,Echoes,Maeve Binchy,1989,Dell
5814,275,7.4324324324324325,5814,0553380095,The Heart of a Woman,Maya Angelou,1997,Bantam
8957,274,6.85,8957,0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books
20667,274,8.5625,20667,0380001411,Christy,Catherine Marshall,1976,Avon
129,274,7.611111111111111,129,0425184226,The Sum of All Fears,Tom Clancy,2002,Berkley Publishing Group
26138,274,7.828571428571428,26138,051511992X,That Camden Summer,Lavyrle Spencer,1997,Jove Books
3781,274,7.828571428571428,3781,1857022424,Shipping News,E Annie Proulx,1994,Fourth Estate
26605,274,7.405405405405405,26605,0060920084,The Lost Continent: Travels in Small-Town America,Bill Bryson,1990,Perennial
12921,274,7.405405405405405,12921,0743225082,Man and Boy: A Novel,Tony Parsons,2002,Touchstone
4475,274,8.5625,4475,0440967694,The Outsiders,S. E. Hinton,1993,Learning Curve
2106,273,7.583333333333333,2106,0345392825,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995,Ballantine Books
26966,273,8.53125,26966,0449213943,All Quiet on the Western Front,Erich Maria Remarque,1995,Ballantine Books
2373,273,7.583333333333333,2373,0345384350,Icebound,Dean R. Koontz,1995,Ballantine Books
105,273,8.029411764705882,105,067976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995,Vintage
595,273,7.583333333333333,595,0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam
8860,273,7.0,8860,0446530077,Find Me,Rosie O'Donnell,2002,Warner Books
10175,273,7.0,10175,0425128164,The Voice of the Night,Dean R. Koontz,1996,Berkley Publishing Group
121,272,8.5,121,0743439740,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",Ann Rule,2002,Pocket
45,272,7.555555555555555,45,0671888587,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
10511,272,7.771428571428571,10511,0553801376,One Door Away from Heaven,Dean R. Koontz,2001,Bantam Books
4502,272,7.771428571428571,4502,0345409671,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,1997,Ballantine Books
304,271,8.741935483870968,304,0440235502,October Sky: A Memoir,Homer Hickam,1999,Dell
584,271,7.527777777777778,584,0515127833,River's End,Nora Roberts,2003,Jove Books
8838,271,7.742857142857143,8838,3423202327,MÃ?Â¶rder ohne Gesicht.,Henning Mankell,1999,Dtv
6346,271,7.970588235294118,6346,0345366239,The Eight,Katherine Neville,1995,Ballantine Books
4440,271,7.131578947368421,4440,0312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
4930,271,7.131578947368421,4930,080411918X,A Patchwork Planet,ANNE TYLER,2001,Ballantine Books
3927,270,7.714285714285714,3927,0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam
5956,270,7.5,5956,0804108749,Saint Maybe,ANNE TYLER,1992,Ivy Books
14903,270,7.297297297297297,14903,0312982518,The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks
14463,270,7.5,14463,0552996181,Behind the Scenes at the Museum,Kate Atkinson,1996,Black Swan
4622,270,7.105263157894737,4622,3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper
145,269,7.472222222222222,145,0553583468,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)",Kay Hooper,2002,Bantam Books
2861,269,8.67741935483871,2861,0553348981,Jitterbug Perfume,TOM ROBBINS,1990,Bantam
3797,269,8.40625,3797,0875421180,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988,Llewellyn Publications
703,269,8.40625,703,0684801221,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner
8559,269,7.911764705882353,8559,0451190548,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996,Signet Book
30046,268,8.933333333333334,30046,0740704818,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing
2908,268,7.6571428571428575,2908,0425181103,Phantoms,Dean R. Koontz,2002,Berkley Publishing Group
7688,268,7.882352941176471,7688,0440236738,Gone for Good,HARLAN COBEN,2003,Dell
480,268,8.375,480,0385503857,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese
1918,267,7.416666666666667,1918,0061000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch
14025,267,7.628571428571429,14025,015100692X,The Crimson Petal and the White,Michel Faber,2002,Harcourt
810,267,7.628571428571429,810,0349101779,The Wasp Factory,Iain Banks,1994,Abacus
7491,267,7.628571428571429,7491,0671038443,The Devil's Teardrop,Jeffery Deaver,2000,Pocket
38614,266,7.823529411764706,38614,0316154059,City of Bones,Michael Connelly,2002,Warner Books
7406,266,8.3125,7406,0517122707,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company
18475,266,7.6,18475,0425189031,Portrait in Death,Nora Roberts,2003,Berkley Publishing Group
5029,266,7.0,5029,0373250126,Milkrun,Sarah Mlynowski,2001,Harlequin
5014,266,7.823529411764706,5014,0316693286,Pop Goes the Weasel,James Patterson,1999,Replica Books
3789,266,8.06060606060606,3789,0316779237,Holidays on Ice : Stories,David Sedaris,1998,Back Bay Books
2691,265,7.794117647058823,2691,0515120618,Montana Sky,Nora Roberts,2000,Jove Books
8782,265,9.464285714285714,8782,0140143505,84 Charing Cross Road,Helene Hanff,1990,Penguin Books
31978,265,8.28125,31978,0684814994,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon &amp; Schuster
27457,265,8.030303030303031,27457,0553280945,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,1986,Bantam
3650,264,7.764705882352941,3650,0061000043,A Thief of Time (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch
9909,264,8.8,9909,0440220424,Having Our Say : The Delany Sisters' First 100 Years,SARAH L. DELANY,1994,Dell
10750,264,8.0,10750,0060931418,Their Eyes Were Watching God,Zora Neale Hurston,1998,Perennial
5503,264,8.25,5503,0874776945,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,Jeremy P. Tarcher
4010,264,8.0,4010,0373484003,Irish Hearts,Nora Roberts,2000,Silhouette
2782,263,7.108108108108108,2782,0425169693,Here on Earth (Oprah's Book Club),Alice Hoffman,1999,Berkley Publishing Group
16645,263,7.108108108108108,16645,0385337116,The Rule of Four,Ian Caldwell,2004,Dial Books
16190,263,8.766666666666667,16190,0060248025,Falling Up,Shel Silverstein,1996,HarperCollins
1072,263,7.735294117647059,1072,0553586122,Reap the Wind,Iris Johansen,2002,Bantam Books
14415,263,9.068965517241379,14415,0440343194,Illusions,Richard Bach,1981,Bantam Doubleday Dell
6706,263,7.735294117647059,6706,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
3197,262,7.277777777777778,3197,0140280553,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,2000,Penguin Books
21380,261,8.15625,21380,0449911446,Before Women Had Wings (Ballantine Reader's Circle),Connie May Fowler,1997,Ballantine Books
9577,261,7.909090909090909,9577,0156005891,Eden Close,Anita Shreve,1998,Harvest Books
32454,261,7.25,32454,0399148027,Blue Diary,Alice Hoffman,2001,G. P. Putnam's Sons
13335,261,7.909090909090909,13335,0028604199,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,1995,MacMillan Publishing Company.
5234,261,8.419354838709678,5234,0393312836,A Clockwork Orange (Norton Paperback Fiction),Anthony Burgess,1986,W. W. Norton &amp; Company
12747,261,6.868421052631579,12747,0425155404,Invasion,Robin Cook,1997,Berkley Publishing Group
4666,261,7.909090909090909,4666,0767902890,The Things They Carried,TIM O'BRIEN,1998,Broadway
21282,260,7.878787878787879,21282,0425132048,Eyes of Prey,John Sandford,2004,Berkley Publishing Group
13449,260,7.878787878787879,13449,0670839531,Needful Things: The Last Castle Rock Story,Stephen King,1991,Viking Books
1862,260,6.666666666666667,1862,0316690619,Cradle and All,James Patterson,2000,Little Brown and Company
17677,259,8.35483870967742,17677,0515122734,Sanctuary,Nora Roberts,2004,Jove Books
6859,259,7.4,6859,1565122968,Gap Creek: A Novel,Robert Morgan,2000,Algonquin Books of Chapel Hill
28650,259,8.09375,28650,0446611638,Lost Light,Michael Connelly,2004,Warner Vision
8291,259,7.848484848484849,8291,0385507593,Jennifer Government : A Novel,Max Barry,2003,Doubleday
1679,259,7.848484848484849,1679,0684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon &amp; Schuster
9380,259,7.617647058823529,9380,0440127793,Galapagos,"Kurt, Jr. Vonnegut",1986,Dell
7708,259,7.617647058823529,7708,0380817691,Stalker: A Peter Decker and Rina Lazarus Novel,Faye Kellerman,2001,Avon
15512,258,7.588235294117647,15512,0553265741,Sacred Sins,Nora Roberts,1990,Bantam Books
228,258,7.818181818181818,228,0449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996,Ballantine Books
8681,258,6.615384615384615,8681,0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002,Broadway Books
1351,258,7.588235294117647,1351,0345435249,Darwin's Radio,Greg Bear,2000,Ballantine Books
13188,258,7.818181818181818,13188,0449203794,Space,James A. Michener,1988,Fawcett Books
175,258,8.6,175,0553278223,The Martian Chronicles,RAY BRADBURY,1984,Spectra
1501,258,7.166666666666667,1501,0671036505,The Vineyard,Barbara Delinsky,2001,Pocket Books
20139,258,8.6,20139,0345350685,The Autobiography of Malcolm X,Malcolm X,1989,Ballantine Books
11679,257,6.7631578947368425,11679,0446671002,The Celestine Prophecy,James Redfield,1995,Warner Books
6648,257,7.3428571428571425,6648,0425121259,The Servants of Twilight,Dean R. Koontz,1996,Berkley Publishing Group
18918,257,6.945945945945946,18918,0156028778,The Crimson Petal and the White,Michel Faber,2003,Harvest Books
5666,257,7.787878787878788,5666,0451190521,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book
5046,257,7.5588235294117645,5046,0552998001,Blackberry Wine,Joanne Harris,2001,Black Swan
10950,257,7.787878787878788,10950,0385472943,The Runaway Jury,JOHN GRISHAM,1996,Doubleday
1213,257,6.945945945945946,1213,067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,Pocket
6420,256,8.258064516129032,6420,0553575384,To Say Nothing of the Dog,Connie Willis,1998,Bantam
1423,256,8.258064516129032,1423,0553377868,The Flanders Panel,ARTURO PEREZ-REVERTE,1996,Bantam
4764,256,7.529411764705882,4764,006000438X,The Death of Vishnu: A Novel,Manil Suri,2002,Perennial
9482,256,7.757575757575758,9482,0375414053,"I Don't Know How She Does It: The Life of Kate Reddy, Working Mother",Allison Pearson,2002,Alfred A. Knopf
4647,256,8.0,4647,0316780812,Sea Glass: A Novel,Anita Shreve,2002,"Little, Brown"
18537,255,7.96875,18537,0767903382,Tender at the Bone: Growing Up at the Table,Ruth Reichl,1999,Broadway Books
4056,255,7.96875,4056,0671034006,Heartbreaker,Julie Garwood,2001,Pocket
22034,255,7.7272727272727275,22034,0425174271,Certain Prey,John Sandford,2000,Berkley Publishing Group
5957,255,7.7272727272727275,5957,0425121631,Rules of Prey,John Sandford,1992,Berkley Publishing Group
2347,254,8.193548387096774,2347,0413537900,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982,Methuen Publishing Ltd
25838,254,8.193548387096774,25838,0842332251,The Mark: The Beast Rules the World (Left Behind #8),Tim LaHaye,2000,Tyndale House Publishers
9158,254,7.9375,9158,055357258X,The Last Suppers,DIANE MOTT DAVIDSON,1995,Crimeline
30774,254,7.257142857142857,30774,0060008032,Angels,Marian Keyes,2003,HarperTorch
995,254,7.055555555555555,995,0425166619,Toxin,Robin Cook,1999,Berkley Publishing Group
775,254,7.9375,775,0446527793,The Guardian,Nicholas Sparks,2003,Warner Books
9449,253,7.027777777777778,9449,0425179885,The Devil's Code,John Sandford,2004,Berkley Publishing Group
9453,253,8.724137931034482,9453,0020442203,"Lion, the Witch and the Wardrobe",C.S. Lewis,1970,MacMillan Publishing Company.
4543,253,7.90625,4543,0345423291,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,1999,Ballantine Books
12365,253,7.4411764705882355,12365,0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
26964,253,7.90625,26964,067169507X,SEAT OF THE SOUL,Gary Zukav,1990,Free Press
7756,253,7.4411764705882355,7756,0451161351,Cujo,Stephen King,2004,Signet Book
411,253,8.161290322580646,411,0449002632,London : The Novel,EDWARD RUTHERFURD,1998,Fawcett
2546,253,8.161290322580646,2546,068483376X,Succulent Wild Woman,Sark,1997,Fireside
2882,252,7.875,2882,3257229534,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG
7187,252,7.875,7187,0684853523,On Writing,Stephen King,2000,Scribner
10543,252,7.875,10543,0671027573,Mr. Perfect,Linda Howard,2001,Pocket Star
10326,252,8.4,10326,0440487617,A Wind in the Door,Madeleine L'Engle,1974,Yearling Books
20064,252,7.411764705882353,20064,0670844527,Dolores Claiborne,Stephen King,1992,Viking Books
6387,251,7.606060606060606,6387,0671026011,The Empty Chair,Jeffery Deaver,2001,Pocket
239,251,7.606060606060606,239,0743486226,Angels &amp; Demons,Dan Brown,2003,Atria
14304,251,7.382352941176471,14304,0684195984,FROM POTTER'S FIELD,Patricia Cornwell,1995,Scribner
1398,251,7.84375,1398,038531258X,Cold Sassy Tree,Olive Ann Burns,1986,Delta
2483,251,7.606060606060606,2483,0440108268,The Bridge Across Forever,Richard Bach,1986,Dell
3447,251,7.606060606060606,3447,0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket
11098,251,7.606060606060606,11098,0425092917,The Accidental Tourist,Anne Tyler,1994,Berkley Publishing Group
24016,251,8.096774193548388,24016,0671744216,The Secret,Julie Garwood,1992,Pocket
9525,251,7.84375,9525,0061097861,Hunting Badger (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,2000,HarperCollins
5255,250,8.333333333333334,5255,0679732411,Gift from the Sea,Anne Morrow Lindbergh,1991,Pantheon Books
21201,250,8.064516129032258,21201,0312978383,Winter Solstice,Rosamunde Pilcher,2001,St. Martin's Paperbacks
1431,250,8.333333333333334,1431,0345325818,The Silmarillion,J.R.R. TOLKIEN,1985,Del Rey
15967,250,7.8125,15967,0345447867,The Apprentice,Tess Gerritsen,2003,Ballantine Books
39129,250,6.944444444444445,39129,0452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999,Plume Books
